# 道の駅 全国一覧 — 本アプリ用キュレーションデータ
# 出典: 国土数値情報「道の駅」P35-18(2018年度版) 国土交通省
#       https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-P35.html
# 駅名・所在地・座標は事実データ(著作権対象外)。施設フラグ等の付帯属性は非収載(SPEC §E7)。
id,name,lat,lng,pref
michi_0399,たけゆらの里おおたき,35.254825,140.258616,千葉県
michi_0400,きょなん,35.127971,139.837100,千葉県
michi_0401,保田小学校,35.143021,139.843945,千葉県
michi_0402,八王子滝山,35.686624,139.341475,東京都
michi_0403,山北,35.379876,139.031484,神奈川県
michi_0404,箱根峠,35.186764,139.015610,神奈川県
michi_0405,清川,35.482522,139.277173,神奈川県
michi_0406,豊栄,37.957911,139.223010,新潟県
michi_0407,新潟ふるさと村,37.866345,139.020212,新潟県
michi_0408,花夢里にいつ,37.792591,139.078895,新潟県
michi_0409,良寛の里 わしま,37.581607,138.759060,新潟県
michi_0410,R290とちお,37.459600,139.007266,新潟県
michi_0411,越後川口,37.260895,138.867639,新潟県
michi_0412,漢学の里しただ,37.541809,139.102003,新潟県
michi_0413,燕三条地場産センター,37.649263,138.933464,新潟県
michi_0414,庭園の郷 保内,37.647125,139.026294,新潟県
michi_0415,風の丘米山,37.346515,138.489921,新潟県
michi_0416,西山ふるさと公苑,37.450675,138.662132,新潟県
michi_0417,じょんのびの里高柳,37.213362,138.634208,新潟県
michi_0418,加治川,38.002344,139.372422,新潟県
michi_0419,ちぢみの里おぢや,37.305143,138.822908,新潟県
michi_0420,まつだいふるさと会館,37.132612,138.613829,新潟県
michi_0421,クロス10十日町,37.138442,138.761379,新潟県
michi_0422,瀬替えの郷せんだ,37.199042,138.686354,新潟県
michi_0423,パティオにいがた,37.546709,138.883471,新潟県
michi_0424,神林,38.172483,139.461065,新潟県
michi_0425,朝日,38.282130,139.522424,新潟県
michi_0426,笹川流れ,38.375179,139.458521,新潟県
michi_0427,国上,37.662885,138.825180,新潟県
michi_0428,能生,37.113566,138.003775,新潟県
michi_0429,越後市振の関,36.979982,137.644765,新潟県
michi_0430,親不知ピアパーク,37.003157,137.730284,新潟県
michi_0431,あらい,37.026118,138.225886,新潟県
michi_0432,雪のふるさと やすづか,37.095594,138.470325,新潟県
michi_0433,よしかわ杜氏の郷,37.241652,138.376971,新潟県
michi_0434,うみてらす名立,37.163533,138.086691,新潟県
michi_0435,芸能とトキの里,38.045638,138.444134,新潟県
michi_0436,ゆのたに,37.223840,138.983034,新潟県
michi_0437,いりひろせ,37.355921,139.057244,新潟県
michi_0438,南魚沼,37.003069,138.819214,新潟県
michi_0439,胎内,38.063490,139.452974,新潟県
michi_0440,みかわ,37.717757,139.360096,新潟県
michi_0441,阿賀の里,37.738014,139.307189,新潟県
michi_0442,越後出雲崎 天領の里,37.538886,138.678709,新潟県
michi_0443,みつまた,36.899692,138.777175,新潟県
michi_0444,関川,38.091473,139.567001,新潟県
michi_0445,細入,36.488578,137.238122,富山県
michi_0446,万葉の里 高岡,36.736714,136.969352,富山県
michi_0447,雨晴,36.814906,137.041623,富山県
